STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN;RS_01;RTH_01;RWH_01;RS_IND_01;eor
       2497;201106010000;201106010059;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010100;201106010100;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010101;201106010101;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010102;201106010102;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010103;201106010103;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010104;201106010104;    3;  0.04;  -999;  -999;-999;eor
       2497;201106010105;201106010105;    3;  0.01;  -999;  -999;-999;eor
       2497;201106010106;201106010106;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010107;201106010107;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010108;201106010108;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010109;201106010109;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010110;201106010110;    3;  0.03;  -999;  -999;-999;eor
       2497;201106010111;201106010111;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010112;201106010112;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010113;201106010113;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010114;201106010114;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010115;201106010115;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010116;201106010116;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010117;201106010117;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010118;201106010118;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010119;201106010119;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010120;201106010120;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010121;201106010121;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010122;201106010122;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010123;201106010123;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010124;201106010124;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010125;201106010125;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010126;201106010126;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010127;201106010127;    3;  0.00;  -999;  -999;-999;eor
       2497;201106010128;201106010128;    3;  0.00;  -999;  -999;-999;eor
