STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN;RS_01;RTH_01;RWH_01;RS_IND_01;eor
       2170;201107010000;201107010059;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010100;201107010159;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010200;201107010259;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010300;201107010359;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010400;201107010459;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010500;201107010559;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010600;201107010659;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010700;201107010759;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010800;201107010859;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010900;201107010900;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010901;201107010901;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010902;201107010902;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010903;201107010903;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010904;201107010904;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010905;201107010905;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010906;201107010906;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010907;201107010907;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010908;201107010908;    3;  0.09;  -999;  -999;-999;eor
       2170;201107010909;201107010909;    3;  0.16;  -999;  -999;-999;eor
       2170;201107010910;201107010910;    3;  0.18;  -999;  -999;-999;eor
       2170;201107010911;201107010911;    3;  0.19;  -999;  -999;-999;eor
       2170;201107010912;201107010912;    3;  0.12;  -999;  -999;-999;eor
       2170;201107010913;201107010913;    3;  0.04;  -999;  -999;-999;eor
       2170;201107010914;201107010914;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010915;201107010915;    3;  0.03;  -999;  -999;-999;eor
       2170;201107010916;201107010916;    3;  0.05;  -999;  -999;-999;eor
       2170;201107010917;201107010917;    3;  0.07;  -999;  -999;-999;eor
       2170;201107010918;201107010918;    3;  0.06;  -999;  -999;-999;eor
       2170;201107010919;201107010919;    3;  0.06;  -999;  -999;-999;eor
       2170;201107010920;201107010920;    3;  0.03;  -999;  -999;-999;eor
       2170;201107010921;201107010921;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010922;201107010922;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010923;201107010923;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010924;201107010924;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010925;201107010925;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010926;201107010926;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010927;201107010927;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010928;201107010928;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010929;201107010929;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010930;201107010930;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010931;201107010931;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010932;201107010932;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010933;201107010933;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010934;201107010934;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010935;201107010935;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010936;201107010936;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010937;201107010937;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010938;201107010938;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010939;201107010939;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010940;201107010940;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010941;201107010941;    3;  0.00;  -999;  -999;-999;eor
       2170;201107010942;201107010942;    3;  0.00;  -999;  -999;-999;eor
